StationID,StationName,InstallationDate,LocationID
US1FLOR0034,"OCOEE 1.4 N, FL US",2020-01-01,366
US1FLOR0030,"ORLANDO 12.0 S, FL US",2020-01-01,367
USC00083909,"HIALEAH, FL US",2020-01-01,368
US1FLST0014,"THE VILLAGES 3.3 SSE, FL US",2020-01-01,369
US1FLCH0019,"PUNTA GORDA 1.4 NNW, FL US",2020-01-01,370
US1FLDV0120,"JACKSONVILLE 10.6 SSE, FL US",2020-01-01,371
USC00080414,"BAHIA HONDA STATE PARK, FL US",2020-01-01,372
US1FLDV0122,"JACKSONVILLE BEACH 1.7 NW, FL US",2020-01-01,373
US1FLOR0059,"ORLANDO 0.4 SW, FL US",2020-01-01,374
US1FLDV0126,"JACKSONVILLE 7.1 SW, FL US",2020-01-01,375
US1FLOR0062,"OAKLAND 2.6 SSE, FL US",2020-01-01,376
US1FLOR0065,"ORLANDO 5.3 ENE, FL US",2020-01-01,377
US1FLBV0067,"PALM BAY 4.9 S, FL US",2020-01-01,378
US1FLCH0023,"PUNTA GORDA 1.6 NNW, FL US",2020-01-01,379
US1FLOR0061,"OAKLAND 1.5 WSW, FL US",2020-01-01,380
US1FLST0009,"LADY LAKE 4.3 SSW, FL US",2020-01-01,381
US1FLES0024,"PENSACOLA 18.9 WSW, FL US",2020-01-01,382
US1FLBV0059,"PALM BAY 2.7 SSE, FL US",2020-01-01,383
US1FLOR0048,"UNION PARK 3.5 SE, FL US",2020-01-01,384
US1FLTY0008,"STEINHATCHEE 2.0 SE, FL US",2020-01-01,385
US1FLOR0055,"ORLANDO 6.8 W, FL US",2020-01-01,386
US1FLOR0054,"APOPKA 1.0 E, FL US",2020-01-01,387
US1FLBV0055,"MELBOURNE 4.1 S, FL US",2020-01-01,388
US1FLBV0052,"INDIALANTIC 3.3 NNW, FL US",2020-01-01,389
US1FLBV0050,"MELBOURNE 4.7 N, FL US",2020-01-01,390
US1FLST0035,"OXFORD 0.8 SW, FL US",2020-01-01,391
US1FLES0058,"PENSACOLA 1.2 SSW, FL US",2020-01-01,392
US1FLCH0039,"GROVE CITY 2.8 NE, FL US",2020-01-01,393
US1FLST0037,"THE VILLAGES 5.3 S, FL US",2020-01-01,394
US1FLES0056,"PENSACOLA 1.0 SW, FL US",2020-01-01,395
US1FLST0038,"WILDWOOD 2.8 ENE, FL US",2020-01-01,396
US1FLCH0036,"PORT CHARLOTTE 3.8 NE, FL US",2020-01-01,397
US1FLCH0035,"NORTH PORT 1.2 SSE, FL US",2020-01-01,398
US1FLST0032,"LADY LAKE 4.3 W, FL US",2020-01-01,399
US1FLCH0037,"PORT CHARLOTTE 3.7 NE, FL US",2020-01-01,400
US1FLBW0099,"WESTON 2.8 SE, FL US",2020-01-01,401
US1FLES0054,"PENSACOLA 6.4 N, FL US",2020-01-01,402
US1FLES0055,"PENSACOLA 12.4 WNW, FL US",2020-01-01,403
US1FLBW0095,"PLANTATION 1.9 SE, FL US",2020-01-01,404
USC00084802,"LAKELAND 2, FL US",2020-01-01,405
US1FLOR0085,"BITHLO 0.8 NW, FL US",2020-01-01,406
US1FLOR0081,"APOPKA 2.6 ENE, FL US",2020-01-01,407
US1FLOR0080,"BITHLO 7.6 S, FL US",2020-01-01,408
US1FLCH0044,"PORT CHARLOTTE 9.5 SW, FL US",2020-01-01,409
US1FLBV0085,"COCOA 4.6 NW, FL US",2020-01-01,410
US1FLCH0040,"NORTH PORT 5.4 SW, FL US",2020-01-01,411
US1FLCH0029,"PORT CHARLOTTE 9.3 SW, FL US",2020-01-01,412
US1FLES0048,"PENSACOLA 2.4 SW, FL US",2020-01-01,413
US1FLDV0133,"ORANGE PARK 5.9 ENE, FL US",2020-01-01,414
US1FLOR0074,"MEADOW WOOD 1.1 SSE, FL US",2020-01-01,415
US1FLBV0078,"COCOA 5.1 NW, FL US",2020-01-01,416
US1FLOR0072,"UNION PARK 3.1 SE, FL US",2020-01-01,417
US1FLST0039,"THE VILLAGES 5.1 SSE, FL US",2020-01-01,418
US1FLCH0030,"PORT CHARLOTTE 4.0 WSW, FL US",2020-01-01,419
US1FLBV0072,"PALM BAY 3.2 S, FL US",2020-01-01,420
US1FLCY0007,"KEYSTONE HEIGHTS 3.5 ENE, FL US",2020-01-01,421
US1FLCY0001,"FLEMING ISLAND 1.7 SE, FL US",2020-01-01,422
US1FLPN0009,"ST. PETERSBURG 2.3 SSE, FL US",2020-01-01,423
US1FLLV0018,"DUNNELLON 7.4 W, FL US",2020-01-01,424
US1FLLV0019,"ARCHER 6.7 SW, FL US",2020-01-01,425
US1FLHB0069,"RIVERVIEW 2.1 W, FL US",2020-01-01,426
USC00080211,"APALACHICOLA AIRPORT, FL US",2020-01-01,427
US1FLHB0060,"VALRICO 2.8 SSE, FL US",2020-01-01,428
US1FLMT0001,"PALM CITY 4.0 SW, FL US",2020-01-01,429
US1FLJK0002,"ALFORD 0.6 SSE, FL US",2020-01-01,430
US1FLJK0006,"MARIANNA 0.8 NNE, FL US",2020-01-01,431
US1FLJK0007,"GRACEVILLE 7.0 S, FL US",2020-01-01,432
US1FLGC0012,"TRENTON 7.0 E, FL US",2020-01-01,433
USC00081544,"CHIPLEY, FL US",2020-01-01,434
US1FLPN0006,"SOUTH PASADENA 1.0 NE, FL US",2020-01-01,435
USC00081306,"CAPE FLORIDA, FL US",2020-01-01,436
US1FLMT0019,"JENSEN BEACH 2.2 NW, FL US",2020-01-01,437
US1FLMT0018,"STUART 1.0 ESE, FL US",2020-01-01,438
US1FLMT0016,"CANAL POINT 9.9 NNE, FL US",2020-01-01,439
US1FLSW0008,"LIVE OAK 10.0 W, FL US",2020-01-01,440
US1FLCY0025,"ORANGE PARK 4.1 WSW, FL US",2020-01-01,441
US1FLHB0044,"RUSKIN 1.8 ESE, FL US",2020-01-01,442
USC00080236,"ARCHBOLD BIO STATION, FL US",2020-01-01,443
USC00080478,"BARTOW 1 SE, FL US",2020-01-01,444
US1FLHB0048,"GREATER NORTHDALE 0.4 ENE, FL US",2020-01-01,445
US1FLPN0035,"GULFPORT 0.9 NNW, FL US",2020-01-01,446
US1FLPN0034,"ST. PETERSBURG 3.2 NNW, FL US",2020-01-01,447
US1FLPN0036,"DUNEDIN 2.8 ESE, FL US",2020-01-01,448
US1FLCY0038,"KEYSTONE HEIGHTS 10.1 ENE, FL US",2020-01-01,449
US1FLLV0001,"DUNNELLON 10.1 NW, FL US",2020-01-01,450
US1FLSW0014,"SUWANNEE SPRINGS 0.9 S, FL US",2020-01-01,451
USC00083986,"HILLSBOROUGH RVR ST PARK, FL US",2020-01-01,452
US1FLHB0051,"LUTZ 2.2 SSE, FL US",2020-01-01,453
US1FLNS0017,"FERNANDINA BEACH 2.3 S, FL US",2020-01-01,454
US1FLNS0014,"FERNANDINA BEACH 6.3 SW, FL US",2020-01-01,455
USC00084621,"KISSIMMEE PRAIRIE PRESERVE, FL US",2020-01-01,456
USC00084625,"KISSIMMEE 2, FL US",2020-01-01,457
US1FLCY0042,"GREEN COVE SPRINGS 2.6 WNW, FL US",2020-01-01,458
US1FLNS0021,"FERNANDINA BEACH 2.4 S, FL US",2020-01-01,459
US1FLHN0007,"SPRING HILL 3.3 SE, FL US",2020-01-01,460
US1FLHN0008,"WEEKI WACHEE 3.0 N, FL US",2020-01-01,461
US1FLCY0055,"FLEMING ISLAND 1.3 NW, FL US",2020-01-01,462
US1FLCY0054,"KEYSTONE HEIGHTS 9.7 ENE, FL US",2020-01-01,463
US1FLHN0011,"NORTH BROOKSVILLE 6.3 NE, FL US",2020-01-01,464
US1FLHN0014,"SPRING HILL 2.4 NW, FL US",2020-01-01,465
US1FLGC0003,"NEWBERRY 4.0 WNW, FL US",2020-01-01,466
USC00085973,"MOUNTAIN LAKE, FL US",2020-01-01,467
US1FLGC0008,"TRENTON 4.0 NW, FL US",2020-01-01,468
USC00082229,"DELAND 1 SSE, FL US",2020-01-01,469
US1FLGD0011,"HAVANA 5.5 NE, FL US",2020-01-01,470
US1FLCY0064,"MIDDLEBURG 8.9 ENE, FL US",2020-01-01,471
US1FLHN0026,"SPRING HILL 2.4 WSW, FL US",2020-01-01,472
US1FLHN0024,"WEEKI WACHEE 7.1 NNE, FL US",2020-01-01,473
US1FLHB0098,"RIVERVIEW 4.8 SSW, FL US",2020-01-01,474
US1FLMR0003,"BELLEVIEW 6.0 SSE, FL US",2020-01-01,475
US1FLHN0039,"BROOKSVILLE 3.7 SE, FL US",2020-01-01,476
US1FLPB0043,"JUPITER 2.0 SW, FL US",2020-01-01,477
USW00013884,"CRESTVIEW FAA AP, FL US",2020-01-01,478
US1FLBY0007,"PANAMA CITY BEACH 0.3 SW, FL US",2020-01-01,479
US1FLHN0041,"SPRING HILL 3.6 ESE, FL US",2020-01-01,480
US1FLMR0013,"MICANOPY 3.6 SSW, FL US",2020-01-01,481
US1FLMR0018,"BELLEVIEW 4.8 E, FL US",2020-01-01,482
USC00084412,"JOHN PENNEKAMP STATE PARK, FL US",2020-01-01,483
USW00003853,"MAYPORT PILOT STATION, FL US",2020-01-01,484
US1FLGD0001,"QUINCY 6.0 SW, FL US",2020-01-01,485
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",2020-01-01,486
USW00003855,"PENSACOLA FOREST SHERMAN NAS, FL US",2020-01-01,487
US1FLHN0050,"BROOKSVILLE 7.1 W, FL US",2020-01-01,488
US1FLGD0003,"QUINCY 6.0 SW, FL US",2020-01-01,489
US1FLGD0004,"QUINCY 7.5 SSW, FL US",2020-01-01,490
US1FLGD0007,"HAVANA 5.1 SSW, FL US",2020-01-01,491
US1FLMR0020,"THE VILLAGES 2.7 NNW, FL US",2020-01-01,492
US1FLPB0061,"DELRAY BEACH 1.6 WSW, FL US",2020-01-01,493
US1FLPB0063,"DELRAY BEACH 1.9 SSE, FL US",2020-01-01,494
USC00085539,"MAYO, FL US",2020-01-01,495
US1FLPB0072,"BOYNTON BEACH 6.5 WNW, FL US",2020-01-01,496
US1FLHB0027,"LUTZ 1.3 SSE, FL US",2020-01-01,497
US1FLPB0080,"BOCA RATON 3.8 WSW, FL US",2020-01-01,498
US1FLHB0029,"TAMPA 6.5 NNE, FL US",2020-01-01,499
US1FLPB0081,"PALM BEACH SHORES 1.4 N, FL US",2020-01-01,500
USC00088824,"TARPON SPGS SEWAGE PLANT, FL US",2020-01-01,501
USC00082046,"CURRY HAMMOCK STATE PARK, FL US",2020-01-01,502
USC00082288,"DESOTO CITY 8 SW, FL US",2020-01-01,503
US1FLMT0048,"STUART 5.8 S, FL US",2020-01-01,504
US1FLMT0046,"PORT SALERNO 2.4 SW, FL US",2020-01-01,505
US1FLLE0037,"FORT MYERS 0.8 N, FL US",2020-01-01,506
US1FLOB0002,"OKEECHOBEE 27.1 NNW, FL US",2020-01-01,507
US1FLPB0095,"LAKE WORTH 0.5 ESE, FL US",2020-01-01,508
US1FLPB0096,"BELLE GLADE 2.6 N, FL US",2020-01-01,509
US1FLPB0098,"ROYAL PALM BEACH 6.9 WNW, FL US",2020-01-01,510
US1FLHB0033,"BLOOMINGDALE 7.6 ESE, FL US",2020-01-01,511
USC00086634,"ORLANDO WEST, FL US",2020-01-01,512
US1FLSW0001,"LIVE OAK 0.4 NE, FL US",2020-01-01,513
US1FLOB0008,"OKEECHOBEE 5.2 SSW, FL US",2020-01-01,514
US1FLMT0031,"PALM CITY 1.4 NW, FL US",2020-01-01,515
US1FLPS0094,"ZEPHYRHILLS 1.6 NW, FL US",2020-01-01,516
USC00083153,"FORT GREEN 12 WSW, FL US",2020-01-01,517
US1FLPS0097,"WESLEY CHAPEL 1.2 SSE, FL US",2020-01-01,518
US1FLHB0001,"PLANT CITY 6.5 NW, FL US",2020-01-01,519
US1FLHB0004,"VALRICO 2.2 SE, FL US",2020-01-01,520
US1FLLE0006,"BUCKINGHAM 1.7 SE, FL US",2020-01-01,521
US1FLBY0022,"PANAMA CITY BEACH 4.4 ESE, FL US",2020-01-01,522
US1FLBY0023,"LYNN HAVEN 1.0 W, FL US",2020-01-01,523
US1FLBY0024,"PANAMA CITY 1.9 SE, FL US",2020-01-01,524
US1FLBY0025,"PANAMA CITY BEACH 0.8 SE, FL US",2020-01-01,525
US1FLBY0026,"PARKER 0.6 NNE, FL US",2020-01-01,526
US1FLBY0027,"YOUNGSTOWN 6.7 WNW, FL US",2020-01-01,527
US1FLBY0028,"LYNN HAVEN 1.9 ENE, FL US",2020-01-01,528
US1FLVL0103,"ORANGE CITY 1.4 ENE, FL US",2020-01-01,529
US1FLVL0101,"NEW SMYRNA BEACH 1.4 WNW, FL US",2020-01-01,530
US1FLVL0104,"ORMOND BEACH 3.9 SW, FL US",2020-01-01,531
US1FLVL0105,"PIERSON 1.0 ENE, FL US",2020-01-01,532
US1FLHB0017,"SUN CITY CENTER 1.0 NE, FL US",2020-01-01,533
US1FLMT0042,"HOBE SOUND 0.6 WNW, FL US",2020-01-01,534
US1FLVL0110,"DE LAND 5.4 NNW, FL US",2020-01-01,535
US1FLPS0081,"DADE CITY 5.1 W, FL US",2020-01-01,536
US1FLPS0084,"ZEPHYRHILLS 2.0 SSE, FL US",2020-01-01,537
USC00087982,"SANFORD, FL US",2020-01-01,538
US1FLHB0010,"TAMPA 5.1 S, FL US",2020-01-01,539
USC00082298,"DEVILS GARDEN, FL US",2020-01-01,540
USC00086414,"OCALA, FL US",2020-01-01,541
US1FLPS0088,"LAND O LAKES 3.0 WNW, FL US",2020-01-01,542
US1FLPS0089,"NEW PORT RICHEY 4.7 S, FL US",2020-01-01,543
US1FLIR0064,"FLORIDA RIDGE 1.3 SW, FL US",2020-01-01,544
US1FLBY0010,"PANAMA CITY BEACH 5.9 WNW, FL US",2020-01-01,545
US1FLBY0014,"PANAMA CITY BEACH 4.9 ESE, FL US",2020-01-01,546
US1FLBY0015,"FOUNTAIN 3.4 SSE, FL US",2020-01-01,547
US1FLBY0019,"LYNN HAVEN 0.4 E, FL US",2020-01-01,548
US1FLMT0039,"PALM CITY 0.9 SW, FL US",2020-01-01,549
US1FLMT0037,"STUART 5.9 SSE, FL US",2020-01-01,550
US1FLMT0036,"JENSEN BEACH 1.4 N, FL US",2020-01-01,551
US1FLMT0035,"STUART 8.4 S, FL US",2020-01-01,552
USW00093837,"JACKSONVILLE NAS, FL US",2020-01-01,553
US1FLPK0039,"BARTOW 7.8 SE, FL US",2020-01-01,554
USW00012832,"APALACHICOLA AIRPORT, FL US",2020-01-01,555
US1FLPK0035,"FROSTPROOF 4.6 SW, FL US",2020-01-01,556
USC00088620,"STUART, FL US",2020-01-01,557
US1FLPK0032,"LAKELAND 5.3 WNW, FL US",2020-01-01,558
USC00085359,"MARCO ISLAND, FL US",2020-01-01,559
US1FLBW0116,"PLANTATION 2.3 WNW, FL US",2020-01-01,560
US1FLMR0092,"OCALA 9.9 SW, FL US",2020-01-01,561
US1FLSL0022,"PORT ST. LUCIE 2.4 N, FL US",2020-01-01,562
US1FLMR0094,"OCALA 8.4 SSW, FL US",2020-01-01,563
USC00087760,"ROYAL PALM RANGER STATION, FL US",2020-01-01,564
US1FLSM0053,"WINTER SPRINGS 0.8 ESE, FL US",2020-01-01,565
USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",2020-01-01,566
USC00083163,"FORT LAUDERDALE, FL US",2020-01-01,567
US1FLSM0052,"CASSELBERRY 1.9 E, FL US",2020-01-01,568
USW00012843,"VERO BEACH INTERNATIONAL AIRPORT, FL US",2020-01-01,569
US1FLSM0055,"OVIEDO 3.2 NNE, FL US",2020-01-01,570
US1FLBW0121,"POMPANO BEACH 3.1 NE, FL US",2020-01-01,571
USW00012841,"ORLANDO EXECUTIVE AIRPORT, FL US",2020-01-01,572
USC00083168,"FORT LAUDERDALE BEACH, FL US",2020-01-01,573
US1FLSM0057,"CHULUOTA 2.4 SE, FL US",2020-01-01,574
USW00093841,"WHITING FIELD NAS, FL US",2020-01-01,575
US1FLLK0003,"GROVELAND 1.7 E, FL US",2020-01-01,576
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",2020-01-01,577
US1FLSL0017,"TRADITION 5.6 W, FL US",2020-01-01,578
USW00012838,"MELBOURNE INTERNATIONAL AIRPORT, FL US",2020-01-01,579
USW00012835,"FORT MYERS PAGE FIELD AIRPORT, FL US",2020-01-01,580
USW00012836,"KEY WEST INTERNATIONAL AIRPORT, FL US",2020-01-01,581
US1FLSM0050,"LONGWOOD 1.5 N, FL US",2020-01-01,582
USW00012834,"DAYTONA BEACH INTERNATIONAL AIRPORT, FL US",2020-01-01,583
US1FLSL0013,"PORT ST. LUCIE 2.4 SSW, FL US",2020-01-01,584
US1FLMR0068,"OCALA 3.2 ENE, FL US",2020-01-01,585
USC00085377,"MARIANNA 7 NE, FL US",2020-01-01,586
USW00012854,"ORLANDO SANFORD AIRPORT, FL US",2020-01-01,587
USC00084289,"INVERNESS 3 SE, FL US",2020-01-01,588
USW00012850,"KEY WEST NAS, FL US",2020-01-01,589
US1FLLK0036,"CLERMONT 2.1 NW, FL US",2020-01-01,590
USW00012849,"FORT LAUDERDALE INTERNATIONAL AIRPORT, FL US",2020-01-01,591
USW00012844,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",2020-01-01,592
US1FLMR0074,"BELLEVIEW 1.6 E, FL US",2020-01-01,593
US1FLLK0031,"LADY LAKE 5.5 S, FL US",2020-01-01,594
US1FLLK0030,"LEESBURG 2.7 NW, FL US",2020-01-01,595
US1FLMR0079,"OCALA 8.3 W, FL US",2020-01-01,596
USW00012861,"OCALA JIM TAYLOR FIELD, FL US",2020-01-01,597
USC00087304,"PORT SALERNO 5 W, FL US",2020-01-01,598
US1FLPB0116,"JUPITER 2.9 NW, FL US",2020-01-01,599
US1FLLK0023,"LEESBURG 9.9 NE, FL US",2020-01-01,600
US1FLPB0117,"GREENACRES CITY 2.9 SW, FL US",2020-01-01,601
US1FLPB0118,"WELLINGTON 1.9 ENE, FL US",2020-01-01,602
US1FLLK0028,"FRUITLAND PARK 0.8 NNW, FL US",2020-01-01,603
US1FLLK0027,"OAKLAND 3.4 WSW, FL US",2020-01-01,604
US1FLBW0103,"MIRAMAR 2.1 W, FL US",2020-01-01,605
US1FLSL0033,"FORT PIERCE 5.1 SSW, FL US",2020-01-01,606
US1FLSL0031,"PORT ST. LUCIE 4.4 NNW, FL US",2020-01-01,607
US1FLMR0089,"OCALA 12.5 W, FL US",2020-01-01,608
US1FLLK0021,"LADY LAKE 1.2 ESE, FL US",2020-01-01,609
US1FLMR0088,"THE VILLAGES 3.7 NNW, FL US",2020-01-01,610
US1FLBV0109,"SATELLITE BEACH 1.7 NNW, FL US",2020-01-01,611
US1FLSM0027,"ALTAMONTE SPRINGS 1.4 SE, FL US",2020-01-01,612
US1FLBV0107,"INDIALANTIC 2.1 NNW, FL US",2020-01-01,613
USC00086240,"NICEVILLE, FL US",2020-01-01,614
USW00012876,"WINTER HAVEN GILBERT AIRPORT, FL US",2020-01-01,615
US1FLPK0078,"LOUGHMAN 2.0 ESE, FL US",2020-01-01,616
USW00012873,"ST PETERSBURG CLEARWATER INTERNATIONAL AIRPORT, FL US",2020-01-01,617
US1FLBW0155,"COOPER CITY 1.3 NE, FL US",2020-01-01,618
US1FLPK0076,"AUBURNDALE 2.4 NNE, FL US",2020-01-01,619
USW00012871,"SARASOTA BRADENTON AIRPORT, FL US",2020-01-01,620
US1FLPB0122,"NORTH PALM BEACH 0.7 W, FL US",2020-01-01,621
US1FLSM0026,"ALTAMONTE SPRINGS 1.5 N, FL US",2020-01-01,622
US1FLPB0124,"NORTH PALM BEACH 0.3 SW, FL US",2020-01-01,623
US1FLBW0151,"SUNRISE 0.4 NNE, FL US",2020-01-01,624
US1FLPK0071,"WINTER HAVEN 6.1 SW, FL US",2020-01-01,625
US1FLPB0127,"BOCA RATON 5.5 WNW, FL US",2020-01-01,626
US1FLPB0129,"BOCA RATON 3.2 SSE, FL US",2020-01-01,627
USC00080945,"BRADENTON 5 ESE, FL US",2020-01-01,628
US1FLBW0159,"FORT LAUDERDALE 3.7 NNE, FL US",2020-01-01,629
US1FLMR0056,"OCALA 10.7 WSW, FL US",2020-01-01,630
US1FLMR0057,"OCALA 4.6 N, FL US",2020-01-01,631
US1FLSM0018,"SANFORD 1.9 WNW, FL US",2020-01-01,632
USW00093805,"TALLAHASSEE REGIONAL AIRPORT, FL US",2020-01-01,633
USC00084050,"HOLLYWOOD, FL US",2020-01-01,634
US1FLDV0071,"JACKSONVILLE 11.3 WNW, FL US",2020-01-01,635
USW00012885,"FORT LAUDERDALE EXECUTIVE AIRPORT, FL US",2020-01-01,636
USW00012882,"MIAMI OPA LOCKA AIRPORT, FL US",2020-01-01,637
US1FLBW0160,"SUNRISE 1.3 NW, FL US",2020-01-01,638
US1FLDV0079,"JACKSONVILLE 9.6 SE, FL US",2020-01-01,639
USW00012883,"LAKELAND LINDER REGIONAL AIRPORT, FL US",2020-01-01,640
US1FLBW0161,"PEMBROKE PINES 0.7 N, FL US",2020-01-01,641
US1FLBW0162,"MARGATE 0.8 NNW, FL US",2020-01-01,642
US1FLBW0167,"DEERFIELD BEACH 1.7 E, FL US",2020-01-01,643
US1FLBW0168,"PEMBROKE PINES 1.6 NE, FL US",2020-01-01,644
US1FLMR0065,"BELLEVIEW 3.3 SSW, FL US",2020-01-01,645
US1FLSM0049,"WINTER SPRINGS 0.6 E, FL US",2020-01-01,646
US1FLLN0084,"TALLAHASSEE 5.0 E, FL US",2020-01-01,647
US1FLLN0081,"TALLAHASSEE 10.6 ENE, FL US",2020-01-01,648
US1FLLN0082,"TALLAHASSEE 2.5 SSE, FL US",2020-01-01,649
US1FLBV0126,"ROCKLEDGE 0.9 NW, FL US",2020-01-01,650
US1FLLN0080,"TALLAHASSEE 4.7 ENE, FL US",2020-01-01,651
US1FLBV0125,"MELBOURNE 2.5 S, FL US",2020-01-01,652
USW00012897,"NAPLES MUNICIPAL AIRPORT, FL US",2020-01-01,653
US1FLBW0131,"MIRAMAR 2.3 W, FL US",2020-01-01,654
USW00012895,"FORT PIERCE ST LUCIE CO INTERNATIONAL AIRPORT, FL US",2020-01-01,655
US1FLLN0089,"TALLAHASSEE 7.6 NNE, FL US",2020-01-01,656
USW00012896,"MARATHON AIRPORT, FL US",2020-01-01,657
US1FLSM0043,"WINTER SPRINGS 0.6 S, FL US",2020-01-01,658
USW00012894,"FORT MYERS SW FLORIDA REGIONAL AIRPORT, FL US",2020-01-01,659
US1FLSM0047,"SANFORD 2.5 W, FL US",2020-01-01,660
US1FLBW0139,"SUNRISE 2.1 N, FL US",2020-01-01,661
USW00012888,"MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US",2020-01-01,662
US1FLBW0137,"POMPANO BEACH 1.2 NNE, FL US",2020-01-01,663
US1FLBV0123,"PALM BAY 2.5 W, FL US",2020-01-01,664
US1FLDS0003,"LAKE SUZY 1.0 W, FL US",2020-01-01,665
US1FLSM0039,"LONGWOOD 2.8 NW, FL US",2020-01-01,666
US1FLSM0038,"WINTER SPRINGS 1.8 SSE, FL US",2020-01-01,667
US1FLDV0091,"JACKSONVILLE 10.6 NNW, FL US",2020-01-01,668
US1FLDV0094,"JACKSONVILLE 4.1 SW, FL US",2020-01-01,669
US1FLSM0030,"WINTER SPRINGS 2.3 E, FL US",2020-01-01,670
US1FLSM0035,"CASSELBERRY 2.3 ESE, FL US",2020-01-01,671
US1FLSM0034,"OVIEDO 2.1 N, FL US",2020-01-01,672
US1FLSM0037,"CHULUOTA 0.6 WSW, FL US",2020-01-01,673
US1FLAL0102,"NEWBERRY 3.0 NNE, FL US",2020-01-01,674
US1FLBW0148,"CORAL SPRINGS 0.4 S, FL US",2020-01-01,675
US1FLBV0111,"MELBOURNE 7.7 WNW, FL US",2020-01-01,676
US1FLBV0110,"PALM BAY 3.7 NE, FL US",2020-01-01,677
US1FLWK0010,"CRAWFORDVILLE 1.0 S, FL US",2020-01-01,678
USC00089795,"WOODRUFF DAM, FL US",2020-01-01,679
US1FLBV0149,"ROCKLEDGE 1.6 NNE, FL US",2020-01-01,680
US1FLBV0146,"MERRITT ISLAND 3.1 NNW, FL US",2020-01-01,681
US1FLPN0090,"PINELLAS PARK 1.7 ENE, FL US",2020-01-01,682
USC00086048,"MUSE, FL US",2020-01-01,683
US1FLDV0042,"JACKSONVILLE 10.3 SW, FL US",2020-01-01,684
US1FLBV0145,"TITUSVILLE 1.7 NNW, FL US",2020-01-01,685
US1FLSJ0016,"ST. AUGUSTINE 12.2 WNW, FL US",2020-01-01,686
US1FLBV0143,"MERRITT ISLAND 3.4 NNW, FL US",2020-01-01,687
US1FLPN0099,"ST. PETERSBURG 4.9 WNW, FL US",2020-01-01,688
US1FLSJ0020,"ST. AUGUSTINE 3.1 SSE, FL US",2020-01-01,689
USC00084095,"HOMESTEAD GEN AVIATION AIRPORT, FL US",2020-01-01,690
US1FLBV0137,"WEST MELBOURNE 1.6 WNW, FL US",2020-01-01,691
USC00085184,"LOXAHATCHEE NWR, FL US",2020-01-01,692
US1FLBV0136,"PALM BAY 1.5 NNW, FL US",2020-01-01,693
US1FLDV0033,"JACKSONVILLE 10.0 WSW, FL US",2020-01-01,694
USC00080737,"BIG CYPRESS, FL US",2020-01-01,695
US1FLBV0134,"COCOA 1.1 WNW, FL US",2020-01-01,696
US1FLSJ0028,"ST. AUGUSTINE 3.4 SW, FL US",2020-01-01,697
US1FLPN0081,"ST. PETERSBURG 2.5 S, FL US",2020-01-01,698
US1FLPN0083,"CLEARWATER 1.6 N, FL US",2020-01-01,699
US1FLSJ0023,"ST. AUGUSTINE 3.4 NW, FL US",2020-01-01,700
US1FLPN0087,"GULFPORT 0.6 SSE, FL US",2020-01-01,701
US1FLSJ0031,"PALM VALLEY 5.9 SSW, FL US",2020-01-01,702
US1FLSJ0030,"FRUIT COVE 1.9 N, FL US",2020-01-01,703
USC00086065,"MYAKKA RIVER ST PK, FL US",2020-01-01,704
US1FLBW0170,"HOLLYWOOD 2.2 SE, FL US",2020-01-01,705
US1FLMD0123,"MIAMI 2.1 SW, FL US",2020-01-01,706
US1FLBW0172,"WILTON MANORS 0.3 NNW, FL US",2020-01-01,707
USC00082944,"FERNANDINA BEACH, FL US",2020-01-01,708
US1FLSJ0034,"ST. AUGUSTINE 5.1 WNW, FL US",2020-01-01,709
US1FLSJ0033,"SAWGRASS 2.2 S, FL US",2020-01-01,710
US1FLDV0050,"JACKSONVILLE 8.9 ENE, FL US",2020-01-01,711
US1FLMD0119,"NORTH MIAMI BEACH 1.7 NNE, FL US",2020-01-01,712
US1FLMD0115,"CUTLER BAY 0.4 NNE, FL US",2020-01-01,713
USC00089566,"WEWAHITCHKA, FL US",2020-01-01,714
US1FLMD0111,"MIAMI 3.1 SSW, FL US",2020-01-01,715
US1FLMN0023,"MARATHON 6.8 ENE, FL US",2020-01-01,716
US1FLMN0025,"KEY LARGO 6.2 NE, FL US",2020-01-01,717
US1FLBV0154,"MELBOURNE 3.5 N, FL US",2020-01-01,718
US1FLBV0151,"PALM BAY 1.8 NNE, FL US",2020-01-01,719
US1FLDV0003,"JACKSONVILLE 5.9 SW, FL US",2020-01-01,720
US1FLLK0057,"CLERMONT 6.1 NNE, FL US",2020-01-01,721
US1FLLK0056,"LEESBURG 4.9 WSW, FL US",2020-01-01,722
US1FLCR0053,"NAPLES 16.6 ENE, FL US",2020-01-01,723
US1FLCR0052,"NAPLES 18.6 ENE, FL US",2020-01-01,724
US1FLLK0054,"TAVARES 2.4 WNW, FL US",2020-01-01,725
US1FLLK0052,"GROVELAND 5.1 NE, FL US",2020-01-01,726
US1FLCR0059,"NAPLES 11.8 ENE, FL US",2020-01-01,727
US1FLSL0050,"PORT ST. LUCIE 1.8 SW, FL US",2020-01-01,728
